"","document","topic","gamma"
"5778","Valentine’s Day 2008",11,7.13770403992962e-06
"5779","A House Divided",11,6.91254685440596e-06
"5780","Adventure!",11,0.029364002859754
"5781","Advice",11,9.21139292832681e-06
"5782","Animal Sacrifice",11,0.0463227061283227
"5783","Animals",11,3.81488602029532e-06
"5784","Arms Trader 2009",11,0.897240856574823
"5785","Babysitting",11,7.66046742570866e-06
"5786","Bedside Diplomacy",11,0.00729645787369391
"5787","Best Interests",11,0.00825188984012168
"5788","Birthdays, Anniversaries, and Milestones",11,7.88830468131599e-06
"5789","Break-Up",11,6.84879639115033e-06
"5790","Brother’s Keeper",11,7.40171817778581e-06
"5791","Call For Help",11,6.34009658654279e-06
"5792","Confessions",11,0.185102499119125
"5793","Death and Taxes",11,0.0146302459337199
"5794","Delivery",11,7.18914451751243e-06
"5795","Didn’t Ask to Be Born",11,7.16755639051404e-06
"5796","DIY",11,0.224830149735859
"5797","Duty Calls",11,0.0903514898715513
"5798","Edge of Sanity",11,7.68955202677045e-06
"5799","Enemy Camp",11,7.2673137029432e-06
"5800","Enemy Camp 2010",11,7.33188831424543e-06
"5801","Enforcers",11,0.00891006087943729
"5802","Faith",11,0.0509472975915884
"5803","Fear of Sleep",11,7.4946769502497e-06
"5804","Frenemies",11,7.49383752185741e-06
"5805","Give the People What They Want",11,6.92544010690809e-06
"5806","Hoaxing Yourself",11,0.00876282491466111
"5807","I'm From the Private Sector and I'm Here to Help",11,0.00708601982208401
"5808","I’m In Charge Now",11,0.0503427433028755
"5809","Island Time",11,6.67572561854071e-06
"5810","Life After Death",11,0.0364112992711236
"5811","Living Without (2011)",11,7.87343559331617e-06
"5812","Magic Words",11,6.89970271761455e-06
"5813","Matchmakers",11,6.8292012567297e-06
"5814","Meet the Pros",11,6.56942623956289e-06
"5815","Middle School",11,6.60382833824505e-06
"5816","Mob",11,0.38292269565781
"5817","My Experimental Phase",11,7.75827933651952e-06
"5818","My Pen Pal",11,0.38619040736983
"5819","New Beginnings",11,7.85585394542677e-06
"5820","Picture Show",11,0.0565079335805292
"5821","Poultry Slam 1995",11,7.91258509770829e-06
"5822","Poultry Slam 1996",11,8.39669666588194e-06
"5823","Poultry Slam 1998",11,7.62985676734886e-06
"5824","Promised Land",11,7.41897099515164e-06
"5825","Quiz Show",11,7.16064455441613e-06
"5826","Rashomon",11,0.0218965215828157
"5827","Remember Me",11,6.78690020852868e-06
"5828","Rest Stop",11,6.72949758088087e-06
"5829","Return To The Scene Of The Crime",11,0.00206751396388066
"5830","Road Trip!",11,6.92543923596226e-06
"5831","Scenes From a Mall",11,0.000918547983146601
"5832","Seemed Like A Good Idea at the Time",11,7.37232528147429e-06
"5833","Slow To React",11,0.0295411615296854
"5834","Summer",11,7.77723725203261e-06
"5835","Tarred and Feathered",11,7.11036806149334e-06
"5836","The Arms Trader",11,0.888449024071567
"5837","The Audacity of Government",11,0.292366124892844
"5838","The Balloon Goes Up",11,0.00791003177361972
"5839","The Competition",11,0.0138775988966911
"5840","The Convert",11,0.598820244513044
"5841","The Devil in Me",11,0.0496523238943034
"5842","The Friendly Man",11,7.09075457892202e-06
"5843","The One Thing You're Not Supposed To Do",11,0.606758233227575
"5844","The Spokesman",11,0.00386142490103606
"5845","The Truth Will Out",11,0.163431103909277
"5846","This Call May Be Recorded... To Save Your Life",11,0.0829103691218092
"5847","This Is Not My Beautiful House",11,6.67305964470945e-06
"5848","Three Women and the Sex Industry",11,0.0119085725675911
"5849","Thugs",11,0.711888939606542
"5850","Turncoat",11,0.639875803765769
"5851","Two Steps Back",11,6.78552082509581e-06
"5852","Valentine’s Day",11,6.61690537691486e-06
"5853","What I Did For Love",11,6.70183256004505e-06
"5854","What I Should’ve Said",11,0.00357868225032467
"5855","Who Can You Save?",11,0.268244281890147
"5856","With Great Power",11,0.00835868746528512
"5857","Obsession",11,8.0614683112888e-06
"5858","Someone to Watch Over Me",11,0.00447660689200867
"5859","Invisible Worlds",11,8.04013374667074e-06
"5860","The Bridge",11,0.0347853400245352
"5861","Before and After",11,0.00393167343324027
"5862","500!",11,6.94559040913876e-06
"5863","Detectives",11,0.138149965082221
"5864","Cops See It Differently, Part Two",11,0.081135834207799
"5865","How To",11,7.3943490790533e-06
"5866","A Very Special Sedaris Christmas",11,0.0733186329898523
"5867","Backed Into A Corner",11,0.00434292798170684
"5868","Devil on My Shoulder",11,0.040884523302585
"5869","Dr. Gilmer and Mr. Hyde",11,0.402228296369084
"5870","Enemies",11,6.97822401857777e-06
"5871","Enemy Camp ‘04",11,0.00911353210123264
"5872","Except For That One Thing",11,0.0263679043011386
"5873","Family Legend",11,7.36663856205322e-06
"5874","First Contact",11,7.80904149672848e-06
"5875","Game Changer",11,6.52071579631407e-06
"5876","Garbage",11,0.040800535103654
"5877","High Speed Chase",11,0.109702236485542
"5878","How Bad Is Bad?",11,7.32064521211585e-06
"5879","Iraq After Us",11,0.308256375305478
"5880","Kid Politics",11,0.00236279932212716
"5881","Last Man Standing",11,0.0123277212871804
"5882","Liars",11,8.12220910381062e-06
"5883","Living the Dream",11,7.11188111884598e-06
"5884","Long Shot",11,0.410543766692
"5885","Man vs. History",11,0.239104358265461
"5886","Music Lessons",11,8.09956967940612e-06
"5887","Original Recipe",11,0.0243240161205509
"5888","Poultry Slam 2003",11,7.9050966153664e-06
"5889","Pray",11,7.31103638193764e-06
"5890","Sissies",11,7.70195546915908e-06
"5891","Starting from Scratch",11,7.24604058942939e-06
"5892","Stories of Loss",11,7.75918134492088e-06
"5893","Tales from the Net",11,7.83191756428943e-06
"5894","The Other Man",11,0.0207239369973013
"5895","The Sanctity of Marriage",11,0.00156585012895055
"5896","The Seven Things You’re Not Supposed to Talk About",11,7.26652315290575e-06
"5897","Three Miles",11,6.85793030100075e-06
"5898","Trends With Benefits",11,6.88761429183892e-06
"5899","Why We Fight",11,0.0696495656896548
"5900","After the Flood",11,0.00842415083710845
"5901","Business of Death",11,0.0128105056139199
"5902","Character Assassination",11,0.031443727117695
"5903","Contents Unknown",11,6.90041463112821e-06
"5904","Dead Men Tell No Tales",11,0.896412980764377
"5905","Doppelgängers",11,7.28235918892422e-06
"5906","Double Lives",11,8.80951584862025e-06
"5907","Fall Guy",11,0.11837412149357
"5908","Getting and Spending",11,0.0015243584997439
"5909","Go Ask Your Father",11,7.12021501216337e-06
"5910","Held Hostage",11,0.509456751198364
"5911","Home Alone",11,0.011037581711529
"5912","How I Got Into College",11,0.015516308063995
"5913","How to Rest in Peace",11,0.10569442544557
"5914","Living Without",11,8.61866479473128e-06
"5915","Lockup",11,0.138144768735155
"5916","Memo to the People of the Future",11,0.492194170682232
"5917","Not What I Meant",11,0.0690295515229109
"5918","Oh You Shouldn't Have",11,7.06676347625686e-06
"5919","Reunited (And It Feels So Good)",11,7.52759755340529e-06
"5920","Running After Antelope",11,7.0548277601657e-06
"5921","Secret Identity",11,0.122685853691866
"5922","Settling the Score",11,0.0280540459879541
"5923","Switched At Birth",11,7.41814799764263e-06
"5924","The Ghost of Bobby Dunbar",11,0.641071914378291
"5925","The Secret Recordings of Carmen Segarra",11,6.31792247627927e-06
"5926","Urban Nature",11,7.76098254711285e-06
"5927","Where Words Fail",11,7.55568053143331e-06
"5928","You Are So Beautiful…To Me",11,7.4115669348798e-06
"5929","Kid Logic",11,7.48292966290428e-06
"5930","Lessons",11,7.39025926166902e-06
"5931","Ties That Bind",11,0.00601184721200954
"5932","Red State Blue State",11,0.0360470008593022
"5933","Allure of the Mean Friend",11,6.64519386226239e-06
"5934","Come Back to Afghanistan",11,7.776333492133e-06
"5935","Death to Wacky",11,7.54459183006249e-06
"5936","Big Wide World",11,0.0037286097280218
"5937","Blackjack",11,0.000817046601735123
"5938","Mind Games",11,0.000817046601735123
"5939","What Happened At Dos Erres",11,0.000817046601735123
"5940",NA,11,0.00759323196051215
"5941","Put Your Heart In It",12,7.23976063811648e-06
"5942","Strangers in a Strange Land",12,0.0535601466679113
"5943","Taking Names",12,0.234100509138328
"5944","What’s In A Number?",12,6.27167795021639e-06
"5945","What’s In A Number? — 2006 Edition",12,6.11726550798045e-06
"5946","Bait and Switch",12,0.0621209988685019
"5947","Ground Game",12,6.04041884231118e-06
"5948","Swing Set",12,6.58690765495809e-06
"5949","Inside Job",12,6.6123224713817e-06
"5950","Return To The Giant Pool of Money",12,6.75124905644867e-06
"5951","The Giant Pool of Money",12,6.61559321156672e-06
"5952","The Center for Lessons Learned",12,6.50105329825136e-06
"5953","The Watchmen",12,7.43630408797013e-06
"5954","A Not-So-Simple Majority",12,6.89329802380249e-06
"5955","No Map",12,6.38552656569608e-06
"5956","Play the Part",12,6.89471992175177e-06
"5957","This Party Sucks",12,6.73492388752817e-06
"5958","Father's Day 2011",12,0.169525288669591
"5959","Old Boys Network",12,6.73492246614406e-06
"5960","129 Cars",12,4.88182059329505e-06
"5961","#1 Party School",12,5.44586593763463e-06
"5962","A Little Bit of Knowledge",12,7.16294737081934e-06
"5963","Back to Penn State",12,6.3179217384642e-06
"5964","Continental Breakup",12,7.07798697260213e-06
"5965","Four Corners",12,7.48712067871308e-06
"5966","Get Over It!",12,7.64469377147351e-06
"5967","Halloween",12,8.03143856436845e-06
"5968","House on Loon Lake",12,7.4820912010384e-06
"5969","I Know What You Did This Summer",12,8.16487301403295e-06
"5970","New Year",12,7.25705523756055e-06
"5971","Niagara",12,7.13998998839651e-06
"5972","Someone Else's Money",12,6.49536548064506e-06
"5973","The Facts Don’t Matter",12,6.92615642863432e-06
"5974","What I Learned from Television",12,8.59207417608243e-06
"5975","Haunted",12,8.02565275321845e-06
"5976","24 Hours at the Golden Apple",12,7.37639380244805e-06
"5977","Bad Baby",12,0.293990700820669
"5978","Bad Bank",12,6.52325951190003e-06
"5979","Fake Science",12,7.24525529670043e-06
"5980","Family Business",12,7.68512900038486e-06
"5981","Give It to Them",12,7.37557933115858e-06
"5982","Hot In My Backyard",12,6.58690784224287e-06
"5983","House Rules",12,7.34316641817078e-06
"5984","How To Create a Job",12,7.23271005665878e-06
"5985","Shouting Across the Divide",12,7.80083824089013e-06
"5986","So Crazy It Just Might Work",12,0.0122133084302996
"5987","Surrogates",12,0.427516470724068
"5988","The Inauguration Show",12,6.41617649013285e-06
"5989","This American Life’s Holiday Gift-Giving Guide",12,7.55824161398847e-06
"5990","Trail of Tears",12,8.13803096335874e-06
"5991","When You Talk About Music",12,8.29148794633996e-06
"5992","Who's Canadian?",12,7.74120630074963e-06
"5993","Who Do You Think You Are?",12,7.48041749026388e-06
"5994","Before It Had A Name",12,8.14398252297556e-06
"5995","Poultry Slam 1997",12,7.95496350637659e-06
"5996","Dolls",12,7.57194183779745e-06
"5997","Hearts and Minds",12,8.13704040052305e-06
"5998","Image Makers",12,6.93118467290723e-06
"5999","Kindness of Strangers",12,7.3134357583353e-06
"6000","Leave the Mask On",12,7.53778724780647e-06
"6001","No Coincidence, No Story!",12,6.97603984749343e-06
"6002","Pinned by History",12,8.10841419317432e-06
"6003","Poultry Slam 1999",12,7.80812824531172e-06
"6004","Poultry Slam 2007",12,7.80721504437323e-06
"6005","The Real Story",12,7.14304276858842e-06
"6006","Thought That Counts",12,7.10885481662407e-06
"6007","Three Kinds of Deception",12,7.21241826463532e-06
"6008","Valentine’s Day ‘97",12,7.99875783508582e-06
"6009","Them",12,7.75467910582761e-06
"6010","The Book That Changed Your Life",12,7.4495660574293e-06
"6011","Burroughs 101",12,0.477164363018519
"6012","Animals Die, People Ponder",12,7.36988694002187e-06
"6013","Batman",12,0.522385046305111
"6014","Blame It on Art",12,7.54203707454137e-06
"6015","Cicero",12,7.06004440549441e-06
"6016","Desperate Measures",12,7.18141960176335e-06
"6017","Do-Gooders",12,7.03700086059452e-06
"6018","Dream House",12,7.53693323379074e-06
"6019","Father's Day '01",12,0.0214066670154684
"6020","Father’s Day ‘98",12,6.76217902829614e-06
"6021","From A Distance",12,6.81735899456436e-06
"6022","Heretics",12,7.02516685820067e-06
"6023","Human Resources",12,7.71173192885986e-06
"6024","Human Spectacle",12,0.380664618192869
"6025","Ladies and Germs",12,6.89898878893941e-06
"6026","Lincoln's Second Inaugural",12,7.17679183039331e-06
"6027","MacGyver",12,6.70721293692147e-06
"6028","My Brilliant Plan",12,7.27760080266706e-06
"6029","Naming Names",12,7.0303397655553e-06
"6030","Notes on Camp",12,7.04590217948147e-06
"6031","Origin Story",12,0.569353784931856
"6032","Origin Story 2014",12,0.515043920901739
"6033","Our Friend David",12,0.114467013147569
"6034","Radio",12,7.13008908737672e-06
"6035","Rich Guys",12,7.59000250009285e-06
"6036","Sentencing",12,7.23505922854469e-06
"6037","Sibling Rivalry",12,8.66335274330282e-06
"6038","Simulated Worlds",12,7.19688321014315e-06
"6039","Sinatra",12,8.42315145890441e-06
"6040","Special Ed",12,7.78992869902258e-06
"6041","Stuck In The Middle",12,6.86991553578281e-06
"6042","Stuck in the Wrong Decade",12,6.58820526563315e-06
"6043","Superpowers",12,8.02950889912964e-06
"6044","Superpowers 2013",12,8.4019748225804e-06
"6045","Testosterone",12,0.000766241368884531
"6046","The Kids Are Alright",12,7.71440088430109e-06
"6047","This Week",12,3.45641666939863e-06
"6048","Twentieth Century Man",12,7.4553847735891e-06
"6049","Vacations",12,7.47372445716849e-06
"6050","What Remains",12,7.72420774648288e-06
"6051","A Front",12,0.414287349100042
"6052","Name Change / No Theme",12,8.53829097015689e-06
"6053","Kids As Adults",12,7.4115678432236e-06
"6054","Auto Show",12,6.95064656682826e-06
"6055","Stories Pitched by Our Parents",12,6.46333295797147e-06
"6056","Pimp Anthropology",12,7.5762359675586e-06
"6057","Leaving the Fold",12,6.90326552529405e-06
"6058","The Job That Takes Over Your Life",12,0.0827870627201375
"6059","Accidental Documentaries",12,8.51327594518224e-06
"6060","American Limbo",12,6.70384815451271e-06
"6061","Americans in China",12,7.15221640821354e-06
"6062","Anger and Forgiveness",12,8.24342318207616e-06
"6063","Barbara",12,8.80719181103373e-06
"6064","Conventions",12,7.9978006370896e-06
"6065","Dawn",12,7.45455270792033e-06
"6066","Day At The Beach",12,7.31904175169991e-06
"6067","Fall Clearance Sale",12,6.7642326545992e-06
"6068","Father's Day '96",12,7.87621992494642e-06
"6069","Fiasco!",12,3.76927488676943e-06
"6070","I Was So High",12,7.03034001090247e-06
"6071","Million Bubbles",12,8.16288010408557e-06
"6072","Miracle Cures",12,7.54118664429997e-06
"6073","More Is Less",12,6.26638640285902e-06
"6074","My Big Break",12,6.79725278844961e-06
"6075","NUMMI",12,6.45833585882624e-06
"6076","Primary",12,0.305476220481967
"6077","Sales",12,6.88619489427864e-06
"6078","Secret Government",12,6.64915973159184e-06
"6079","Sink or Swim",12,7.11491119254536e-06
"6080","Spies Like Us",12,6.85934335710051e-06
"6081","Take A Negro Home",12,7.25547908838377e-06
"6082","Ten Years In",12,6.0612349803188e-06
"6083","The Middle of Nowhere",12,6.95353973121624e-06
"6084","The Real Thing",12,7.59258784496656e-06
"6085","Time to Save the World",12,0.0433603394663115
"6086","Tough Room",12,6.64783719061268e-06
"6087","Tough Room 2011",12,6.95136907166921e-06
"6088","Trek",12,7.39516634086271e-06
"6089","Two Nations, One President",12,7.6516953719926e-06
"6090","Welcome to America",12,7.68159527869164e-06
"6091","What Kind of Country",12,6.54882801790698e-06
"6092","You Are Here",12,7.02147544589045e-06
"6093","You Gonna Eat That?",12,7.62376503319417e-06
"6094","Plan B",12,6.6221494153237e-06
"6095","Propriety",12,7.44293057850281e-06
"6096","Reruns",12,7.30624206440238e-06
"6097","Houses of Ill Repute",12,0.2259622999395
"6098","Letters",12,0.0510519552964926
"6099","Crime Scene",12,0.0115378353583369
"6100","Regrets, I've Had a Few",12,0.193946132156971
"6101","Your Dream, My Nightmare",12,7.92008617462577e-06
