"headline","date"
"MAYFIELD: GROUNDBREAKING APPS AIM TO PUT EASTERN SHORE A STEP AHEAD OF SEA LEVEL RISE","2017-01-16"
"BRABO: CITIZENS HAVE A RIGHT TO KNOW ABOUT FRACKING CHEMICALS","2017-01-16"
"TOURIGNY: VIRGINIA STUDENTS WON’T GIVE BACK THEIR HARD FOUGHT TITLE IX VICTORIES","2017-01-16"
"MAIN: HOW TO FIND A BILLION DOLLARS WITHOUT RAISING TAXES","2017-01-16"
"QUEEN: DEL. MARSHALL SHOULD STAY OUT OF BATHROOM ISSUES","2017-01-16"
"MEDICAID BLOCK GRANT BAD IDEA, STATE LAWMAKERS SAY","2017-01-17"
"VIRGINIA LEGISLATORS CRACK DOWN ON INTERNET LENDERS","2017-01-17"
"SENATE PANEL APPROVES CRACKDOWN ON INTERNET LENDERS IN VIRGINIA","2017-01-17"
"HOUSE PANEL ADVANCES 'DAY OF TEARS' RESOLUTION TO ENCOURAGE VIRGINIANS TO MOURN ABORTION","2017-01-17"
"ABORTION FOES CALL FOR LOWERING OF FLAGS ON ANNIVERSARY OF ROE V. WADE DECISION","2017-01-17"
"BEN CLINE'S 'DAY OF TEARS' ABORTION MOURNING RESOLUTION ADVANCES IN GENERAL ASSEMBLY","2017-01-17"
"HOUSE PANEL OKS ‘DAY OF TEARS’ RESOLUTION","2017-01-17"
"BILL TO REOPEN UTILITY RATE REVIEWS DIES","2017-01-17"
"VIRGINIA SENATE PANEL SPIKES BILL THAT WOULD RESTORE UTILITY RATE REVIEWS","2017-01-17"
"PROGRESS VA DOING WHAT GENERAL ASSEMBLY HAS NOT: LIVE-STREAMING COMMITTEE HEARINGS","2017-01-17"
"LENGTHY NEW ETHICS BILL TARGETS REDSKIN TICKETS LOOPHOLE","2017-01-17"
"BILL: MAKE VIRGINIA COURT CASES SEARCHABLE STATEWIDE","2017-01-17"
"LANDES' BILL WOULD CREATE COUNTY ECONOMIC REVITALIZATION ZONES","2017-01-17"
"VIRGINIA BEACH RESTAURATEURS WANT RELIEF FROM ""OUTDATED"" FOOD SALE REQUIREMENTS","2017-01-17"
"BILL SEEKS $1.45 MILLION FOR MAN WRONGLY IMPRISONED 33 YEARS FOR 1982 RAPE AND MURDER","2017-01-17"
"AFTER WILLIAMSBURG CONTROVERSY, AND A SUICIDE, VA. SENATOR WANTS LIMIT ON GROUP HOME LOCATIONS","2017-01-17"
"PROPOSED LEGISLATION WOULD ENABLE SPEEDER-CATCHING CAMERAS","2017-01-17"
"DEMOCRATIC LEGISLATORS RAISE A RUCKUS OVER REPUBLICANS NOT REPUDIATING TRUMP","2017-01-17"
"BILLS WOULD ENABLE MORE VIRGINIA LANDOWNERS TO LEASE WATER OFF THEIR PROPERTIES","2017-01-17"
"SUB JUDGE CHANGE NIXED AT ASSEMBLY","2017-01-17"
"SUROVELL WANTS TO MAKE VIRGINIA UNIVERSITIES MORE ACCOUNTABLE TO TAXPAYERS","2017-01-17"
"STATE LAWMAKERS FILE DOZENS OF BILLS","2017-01-17"
"BILL IN VIRGINIA GENERAL ASSEMBLY AIMS TO AVOID ANOTHER ANTHONY BURFOOT SITUATION","2017-01-17"
"ED GILLESPIE MAKES CAMPAIGN STOP AT WILLIAMSBURG PANCAKE HOUSE","2017-01-17"
"CAPITOL IS SITE OF DUELING GUN RALLIES","2017-01-17"
"COREY STEWART ATTACKS GOP RIVAL ED GILLESPIE FOR NOT ATTENDING GUN-RIGHTS RALLY AT VA. CAPITOL","2017-01-17"
"TRUMP-STYLE CONTENDER FOR VA. GOVERNOR BLASTS RIVAL FOR SKIPPING GUN RALLY","2017-01-17"
"GILLESPIE MAKES STOP IN 'BURG","2017-01-17"
"KING MAKES SECOND RUN AT DUDENHEFER'S HOUSE SEAT","2017-01-17"
"DESPITE INJUNCTION REQUEST, STATE AGENCY PUSHES FORWARD WITH CVTC TRANSFERS, CLOSURE PLAN","2017-01-17"
"VIRGINIA'S NEW FINANCIAL PLANS HELP THE DISABLED AND THEIR FAMILIES SAVE MONEY FOR SERVICES","2017-01-17"
"VIRGINIA'S 'IMPROVEMENTS' TO MENTAL HEALTH CARE SHOW FEW RESULTS","2017-01-17"
"DEMOCRATIC CONGRESSMAN FROM VIRGINIA WILL NOT ATTEND INAUGURATION","2017-01-17"
"POTOMAC SHORES’ VRE STATION RUNNING BEHIND SCHEDULE","2017-01-17"
"HIGHER ED POLL: VIRGINIANS FEEL COLLEGE IS TOO PRICEY","2017-01-17"
"TRUMP’S NOMINEE TO HEAD EPA HAS OPPOSED THE CHESAPEAKE BAY CLEANUP","2017-01-17"
"DECLINING BRICK-AND-MORTAR SALES PROMPTS SUPPORT FOR ONLINE SALES TAX","2017-01-17"
"BLAZE PINK MAY BECOME THE NEW BLAZE ORANGE IN THE VIRGINIA HUNTING COMMUNITY","2017-01-17"
"TALK RADIO'S LAURA INGRAHAM EYES SENATE BID","2017-01-17"
"PROPOSED BILL WOULD LEGALIZE NEEDLE EXCHANGE PROGRAMS IN VIRGINIA","2017-01-17"
"POLL: VIRGINIANS UNHAPPY WITH RUNAWAY TUITION","2017-01-17"
"THE GENERAL ASSEMBLY'S TO-DO LIST","2017-01-17"
"ASSEMBLY COULD MAKE WAVES WITH BILLS ABOUT FISH","2017-01-17"
"KEEPING THEM IN CLASS","2017-01-17"
"EMPTY WORDS FROM THE GOVERNOR ON COALFIELD SCHOOLS","2017-01-17"
"GOV. MCAULIFFE SAYS HE WON'T STOP WEDNESDAY'S EXECUTION OF RICKY GRAY","2017-01-18"
"VIRGINIA SET TO EXECUTE MAN WITH CONTROVERSIAL DRUG","2017-01-18"
"GRAY SET TO BE EXECUTED WEDNESDAY NIGHT IN MURDER WAVE 11 YEARS AGO","2017-01-18"
"TAX AMNESTY PROPOSAL PART OF PACKAGE TO BOOST REVENUES IN VIRGINIA","2017-01-18"
"HOUSE SUBCOMMITTEE KILLS MCAULIFFE-BACKED PROPOSAL TO REPEAL VOTER PHOTO ID LAW","2017-01-18"
"VIRGINIA HUNTING ENTHUSIASTS SAY HOWELL IS BARKING UP WRONG TREE WITH DOG TRESPASSING BILL","2017-01-18"
"'30 PIECES OF SILVER' DAY CARE FINGERPRINT BILL DRAWS CHURCH CRITICISM","2017-01-18"
"ONLINE VIRGINIA LOTTERY SALES? DON'T BET ON IT","2017-01-18"
"OPEN-GOVERNMENT ADVOCATES UPSET OVER FRACKING SHIELD BILL","2017-01-18"
"GROUPS CRITICIZE PANEL FOR NOT HIKING MINIMUM WAGE","2017-01-18"
"GOP PROPOSES ALTERNATIVE ON SUSPENDED DRIVER’S LICENSES","2017-01-18"
"ROANOKE COUNCIL CONDEMNS DEL. KATHY BYRON'S BROADBAND BILL","2017-01-18"
"LAWMAKERS DISCUSS POSSIBLE FUNDING FOR COALFIELDS EXPRESSWAY","2017-01-18"
"JAMES CITY JUNK CAR, FORT MONROE AUTHORITY MEMBERSHIP BILLS MOVE FORWARD","2017-01-18"
"LEGISLATORS PROPOSE ACCESS TO STATEWIDE COURT RECORDS","2017-01-18"
"SKIFFES CREEK POWER LINE RULING CREATES COMPLICATIONS FOR WESTERN VA LEGISLATOR","2017-01-18"
"SEN. NEWMAN PROPOSING BILL TO PREVENT BALLOT SHORTAGES AFTER LYNCHBURG'S SPECIAL ELECTION PROBLEMS","2017-01-18"
"VIRGINIA POLITICS ‘LUCKILY, WE’VE GOT A PEDIATRIC NEUROLOGIST IN THE CHAMBER’","2017-01-18"
"DEL. LANDES SETS SESSION PRIORITIES","2017-01-18"
"GOVERNOR CANDIDATE ED GILLESPIE STOPS IN LEESBURG DURING STATEWIDE KICK-OFF TOUR","2017-01-18"
"CONSERVATIVE HOST LAURA INGRAHAM IS CONSIDERING A SENATE RUN AGAINST TIM KAINE","2017-01-18"
"LAURA INGRAHAM MULLING 2018 RUN AGAINST VIRGINIA SEN. TIM KAINE","2017-01-18"
"CONSERVATIVE TALK RADIO HOST LAURA INGRAHAM MULLS SENATE RUN AGAINST TIM KAINE IN VIRGINIA","2017-01-18"
"LOCAL BLACK CONSERVATIVES REJECT CALLS TO BOYCOTT INAUGURATION","2017-01-18"
"TRAVELING TRUMP RESISTANCE GROUP HOLDS RALLY IN NORFOLK","2017-01-18"
"STATE MOVES TWO CVTC RESIDENTS TO PETERSBURG FACILITY","2017-01-18"
"MCAULIFFE ANNOUNCES RECORD STATE PARKS ATTENDANCE IN 2016","2017-01-18"
"REP. CONNOLLY TO AGAIN SEEK TELEVISING OF SUPREME COURT PROCEEDINGS","2017-01-18"
"CARILION'S AGEE TAKES ROLE IN SHAPING REPLACEMENT TO OBAMACARE","2017-01-18"
"U.S. 460 PROJECT FROM SUFFOLK TO ZUNI LIKELY DEAD. HERE'S WHY.","2017-01-18"
"VIRGINIA LAWMAKERS SAY THEY PLAN OVERDUE DEBATE ON COLLEGE COSTS, ACCOUNTABILITY","2017-01-18"
"VIRGINIA LAWMAKERS CALL FOR LOWER COLLEGE TUITION, CRITICIZE UVA 'SLUSH' FUND","2017-01-18"
"U-VA. TO ADMIT MORE VIRGINIANS AND GIVE SOME MIDDLE-CLASS FAMILIES A PRICE BREAK","2017-01-18"
"RADFORD GOAT INVESTIGATION: FINAL SUSPENSION LIFTED, FRATERNITY LEADERS BLAST UNIVERSITY","2017-01-18"
"ROADSIDE REBEL FLAG VIOLATES ZONING ORDINANCE, ROCKBRIDGE COUNTY SAYS","2017-01-18"
"PIPELINE COMPANY'S SURVEYING SUIT WILL ADVANCE, JUDGE RULES","2017-01-18"
"LAWMAKERS SAY VIRGINIA JUDGES BEING TOO LENIENT ON PEOPLE POSSESSING CHILD PORN","2017-01-18"
"ACTIVISTS SPEAK OUT IN SUPPORT OF ABORTION SERVICES PROTECTIONS","2017-01-18"
"THE VIRGINIA EDUCATION ASSOCIATION'S MESSAGE DISCIPLINE","2017-01-18"
"REMOVING THE BLOT OF CORRUPTION, LEGALLY","2017-01-18"
"VIRGINIA'S RACIAL STRUGGLES HIT THE SILVER SCREEN","2017-01-18"
"WHY CAN'T DEMOCRATS WIN THE THE GENERAL ASSEMBLY?","2017-01-18"
"SCHAPIRO: HOUSE REDISTRICTING DECISION - THE GORILLA IN THE ROOM","2017-01-18"
"HINKLE: GOVERNORS DON'T TRANSFORM ECONOMIES, FOR GOOD OR ILL","2017-01-18"
"DOUGHERTY: COLLEGE HONCHOS HAVE ONLY THEMSELVES TO BLAME","2017-01-18"
"BYRON: THE VIRGINIA BROADBAND DEPLOYMENT ACT DRIVES SMART ECONOMIC DEVELOPMENT","2017-01-18"
"FROST: THE VIEW FROM A CELL NEAR DEATH ROW","2017-01-18"
"FEDS ADVISE WORKAROUND ON ASSET FORFEITURE RULE","2017-01-19"
"BILL TO ALLOW CONCEALED WEAPONS WITHOUT A PERMIT ADVANCES IN SENATE COMMITTEE","2017-01-19"
"HOUSE OKS BILL TO EASE RULE ON CONCEALED GUN PERMITS","2017-01-19"
"VIRGINIA LAWMAKERS PLEDGE TO PASS MENTAL HEALTH REFORM","2017-01-19"
"JAMYCHEAL MITCHELL'S FAMILY COMES TO RICHMOND TO SUPPORT BILLS ADDRESSING JAIL, MENTAL HEALTH","2017-01-19"
"JAMYCHEAL MITCHELL'S FAMILY: PLEASE, NOT AGAIN","2017-01-19"
"JAMYCHEAL MITCHELL'S FAMILY SPEAK OUT TO LAWMAKERS","2017-01-19"
"HAMPTON ROADS LEGISLATORS RALLY AGAINST RISING TUITION COSTS AT STATE COLLEGES","2017-01-19"
"VIRGINIA HOUSE APPROVES 'DAY OF TEARS' RESOLUTION TO ENCOURAGE HALF-STAFF FLAGS OVER ABORTION","2017-01-19"
"BYRON BILL BROADLY CRITICIZED IN RICHMOND","2017-01-19"
"HOSPITALS ENCOURAGE 'DO NO HARM' APPROACH TO COPN REFORM IN VIRGINIA","2017-01-19"
"LAWMAKERS ELECT 2 VETERAN LOCAL ATTORNEYS TO FILL JUDGESHIPS IN RICHMOND, CHESTERFIELD","2017-01-19"
"ASSEMBLY NAMES NEW JUDGES","2017-01-19"
"AFTER BILL DIES, CURSING IN PUBLIC REMAINS A CRIME IN VIRGINIA","2017-01-19"
"SOUTHWEST VIRGINIA SCHOOLS SUPERINTENDENTS OPTIMISTIC AFTER MEETING WITH LEGISLATORS","2017-01-19"
"FIRST TV ADS OF VIRGINIA GOVERNOR’S RACE TO AIR DURING INAUGURATION","2017-01-19"
"GILLESPIE TOURS DANVILLE, TALKS ECONOMIC DEVELOPMENT","2017-01-19"
"GILLESPIE OUTLINES PLATFORM TO IMPROVE VIRGINIA","2017-01-19"
"IN ROANOKE CAMPAIGN STOP, PERRIELLO VOICES SKEPTICISM ABOUT PLANS TO REPLACE OBAMACARE","2017-01-19"
"AS GOVERNOR'S RACE HEATS UP, NORTHAM KEEPS FUNDRAISING EDGE OVER GILLESPIE","2017-01-19"
"DEMOCRAT RALPH NORTHAM HAS BIG CASH EDGE IN VIRGINIA GOVERNOR’S RACE","2017-01-19"
"NORTHAM HAS SLIGHT FUNDRAISING EDGE IN RACE FOR GOVERNOR","2017-01-19"
"SPECIAL ELECTION FOR RICHMOND-AREA HOUSE SEAT SET FOR FEB. 7","2017-01-19"
"STATE, CITY ELECTIONS OFFICIALS DISCUSS JAN. 10 BALLOT SHORTAGE","2017-01-19"
"EXECUTED: KILLER OF TWO FAMILIES HAD NO FINAL WORDS","2017-01-19"
"RICKY GRAY EXECUTED IN VIRGINIA","2017-01-19"
"RICKY GRAY, KILLER OF RICHMOND FAMILY, IS EXECUTED BY LETHAL INJECTION","2017-01-19"
"RELAY FOODS RETURNING $50K GRANT TO CITY, STATE","2017-01-19"
"OBAMACARE ADVOCATES RALLY AT REP. COMSTOCK’S DISTRICT OFFICE IN STERLING","2017-01-19"
"VIRGINIA REP. SCOTT TO TRY AGAIN ON CRIME REFORM","2017-01-19"
"VA. DEMOCRATIC REPS. MCEACHIN, CONNOLLY, BEYER BOYCOTTING TRUMP'S INAUGURATION","2017-01-19"
"NORTHERN VIRGINIA REP. GERALD E. CONNOLLY TO SKIP TRUMP INAUGURAL","2017-01-19"
"REP. GERRY CONNOLLY ANNOUNCES HE WILL NOT ATTEND INAUGURATION","2017-01-19"
"MCEACHIN 'CONFLICTED' ABOUT INAUGURATION","2017-01-19"
"GENERAL DYNAMICS, HUNTINGTON INGALLS READYING FOR MASSIVE NAVY BUILDUP","2017-01-19"
"VIRGINIA COULD TAKE ADVANTAGE OF TRUMP'S PUSH FOR MORE PUBLIC-PRIVATE TRANSPORTATION PROJECTS","2017-01-19"
"TRUMP'S INAUGURATION AND NATIONAL WOMEN'S MARCH DRAW MANY FROM HAMPTON ROADS","2017-01-19"
"PENINSULA RESIDENTS PLAN TO COMMEMORATE HISTORIC INAUGURATION","2017-01-19"
"SOLAR FARM PROPOSED FOR HANOVER COUNTY","2017-01-19"
"COUNCIL’S STATUES VOTE ENDS IN DEADLOCKED FRUSTRATION","2017-01-19"
"JUDGE DISMISSES EFFORT TO REMOVE THREE BATH COUNTY SUPERVISORS FROM OFFICE","2017-01-19"
"TRUMP TRANSITION ASKS VIRGINIA FOR LIST OF POTENTIAL TOLL ROAD PROJECTS","2017-01-19"
"VIRGINIA EXECUTES CONVICT WITH DRUG FROM ANONYMOUS COMPOUNDING PHARMACY","2017-01-19"
"ENFORCEMENT BY CAMERA GAINS TRACTION","2017-01-19"
"BRING ACCOUNTABILITY TO JAIL INVESTIGATIONS","2017-01-19"
"A NATION BEHIND BARS","2017-01-19"
"TIM KAINE MAKES RIGHT CALL ON CABINET PICKS","2017-01-19"
"ALLEN: GLOBAL WARMING RECORDS CHALLENGES OUR POLITICS","2017-01-19"
"VISUALIZATION: CLOSE VOTE ANALYZER","2017-01-19"
"VISUALIZATION: MAPPING LATEST DONATIONS TO STATEWIDE CANDIDATES","2017-01-19"
"MCAULIFFE, NORTHAM TO ATTEND WOMEN’S MARCH","2017-01-20"
"GOV. MCAULIFFE TO JOIN MARCH ON WASHINGTON","2017-01-20"
"HOUSE GOP PLANS TO PUSH DIRECT PRIMARY CARE PLAN","2017-01-20"
"BILL ADVANCING TO CREATE CABINET JOB TO DEAL WITH FLOODING","2017-01-20"
"VA. DEL KILGORE CALLS FOR PREDATORY LENDING STUDY","2017-01-20"
"GOP-LED PANEL VOTES DOWN MARSHALL'S TRANSGENDER BATHROOM BILL","2017-01-20"
"IN VIRGINIA, REPUBLICAN-LED COMMITTEE KILLS TRANSGENDER ‘BATHROOM BILL’","2017-01-20"
"VIRGINIA TRANSGENDER BATHROOM BILL DISPATCHED QUICKLY","2017-01-20"
"HB2-LIKE BATHROOM BILL IN VIRGINIA DIES A QUICK DEATH IN COMMITTEE","2017-01-20"
"BILL TO PROVIDE CLEAN NEEDLES TO DRUG USERS PASSES VA. HOUSE COMMITTEE","2017-01-20"
"VIRGINIA BEACH, NORFOLK CONCERNED ABOUT BROADBAND INTERNET BILL IN THE GENERAL ASSEMBLY","2017-01-20"
"DEL. KATHY BYRON'S BROADBAND BILL 'TOO RESTRICTIVE,' STATE OFFICIAL SAYS","2017-01-20"
"EBBIN WORKS BEHIND THE SCENES TO CUT A DEAL ON SEWER SYSTEM","2017-01-20"
"ALEXANDRIA MAYOR BALKS AT STATE SENATE DEADLINE FOR STOPPING SEWAGE OVERFLOWS","2017-01-20"
"BILL TO BLOCK JURORS’ INFORMATION OPPOSED","2017-01-20"
"POLICE SHOOTING, BODY CAMERA BILLS GO DOWN","2017-01-20"
"LOCAL PROSECUTOR BECOMES FIRST INDIAN-AMERICAN JUDGE ELECTED IN VIRGINIA","2017-01-20"
"BAY-RELATED BILLS MULTIPLY AT THE GENERAL ASSEMBLY","2017-01-20"
"BILL INTRODUCED IN GENERAL ASSEMBLY TO PROTECT FREE SPEECH AT PUBLIC COLLEGES","2017-01-20"
"NEWPORT NEWS POLICE SEEKS CLARITY: JUVENILE GUN RIGHTS VS. PARENT PERMISSION","2017-01-20"
"ROANOKE LONG-GUN OPEN CARRY BAN FAILS IN GENERAL ASSEMBLY","2017-01-20"
"LANDES BILL WOULD LET COUNTY MOVE COURTHOUSE","2017-01-20"
"SENATORS SKEPTICAL OF NEED FOR NEW VIRGINIA ABC WAREHOUSE","2017-01-20"
"SHUT MY MOUTH: BILL WOULD MAKE IT OK TO USE PROFANITY IN VIRGINIA","2017-01-20"
"AN ECONOMY FOR EVERYONE: PERRIELLO LOOKS TO MAKE CHANGES IN RICHMOND","2017-01-20"
"RICKY GRAY'S LAWYERS SAY HIS EXECUTION MAY HAVE VIOLATED THE CONSTITUTION","2017-01-20"
"RICKY GRAY'S LEGAL TEAM RAISES 'GRAVE CONCERN' WITH EXECUTION PROCEDURE THAT TOOK MORE THAN 30 MINUTES","2017-01-20"
"RICKY GRAY’S EXECUTION TOOK MORE THAN 30 MINUTES. HIS ATTORNEYS WANT TO KNOW WHY.","2017-01-20"
"BUILDING WILL BEAR JOHNS’ NAME","2017-01-20"
"PERCENTAGE OF VIRGINIA SCHOOL DIVISIONS WITH HIGH-SPEED INTERNET ACCESS JUMPS OVER 25 PERCENT","2017-01-20"
"KAINE SAYS HE OPPOSES PRICE FOR HEALTH SECRETARY, BACKS HALEY FOR U.N. AMBASSADOR","2017-01-20"
"VA. CONGRESSMAN SCOTT WILL ATTEND INAUGURATION","2017-01-20"
"HOUSE PANEL SAYS DOMINION CAN CHARGE CUSTOMERS FOR NUKE UPGRADES","2017-01-20"
"REPORT: NO SAFETY ISSUES THAT WOULD PREVENT LICENSE FOR NORTH ANNA REACTOR","2017-01-20"
"IN TURNABOUT, VOLVO CANCELS WORKER LAYOFFS AT PULASKI COUNTY PLANT","2017-01-20"
"APPALACHIAN SEEKS PROPOSALS FOR LARGE-SCALE SOLAR POWER GENERATION","2017-01-20"
"SOLAR FACILITY PROPOSED FOR GLOUCESTER","2017-01-20"
"APPEALS COURT AFFIRMS CONVICTION OF COAL CEO","2017-01-20"
"STUDY: IMPACT OF VIRGINIA'S WINE INDUSTRY GREW 83 PERCENT FROM 2010 TO 2015","2017-01-20"
"SEAL TEAM SIX IS BACK ON TV, BUT SHOW DIDN'T FILM IN VIRGINIA BEACH","2017-01-20"
"460 PROJECT LIKELY DEAD","2017-01-20"
"FIGHT ON FRACKING CONTINUES","2017-01-20"
"ANOTHER HOTTEST YEAR ON RECORD, WITH HAMPTON ROADS IN THE CROSSHAIRS","2017-01-20"
"PILOT AND PROPUBLICA SUE VA TO GET AGENT ORANGE CORRESPONDENCE","2017-01-20"
"FALWELL, GARRETT TO ATTEND TRUMP INAUGURATION; LU PRAISE CHOIR TO PERFORM AT PRAYER SERVICE","2017-01-20"
"THRONGS OF LOCALS HEADED TO D.C. WOMEN’S MARCH","2017-01-20"
"HENS SENT BACK TO PLANNERS","2017-01-20"
"RICHMOND MAYOR LEVAR STONEY APPOINTS FORMER MAYORAL CANDIDATE JON BALILES TO POLICY POST","2017-01-20"
"DEVELOPERS SUE PORTSMOUTH FOR $25 MILLION, CLAIMING CITY CONSPIRED AGAINST THEM","2017-01-20"
"SUFFOLK CITY COUNCIL VOTES TO LET PLANNERS DRAFT AN ORDINANCE ON BACKYARD HENS","2017-01-20"
"SCHOOL BOARD’S OPEN-RECORDS REQUEST PROVOKES SUPERVISORS","2017-01-20"
"ABOUT THAT FUND — WHAT'S AHEAD FOR U.VA.","2017-01-20"
"ECONOMIC DEVELOPMENT TURNS PARTISAN","2017-01-20"
"FOR $1 BILLION, CITIZENS SHOULD EXPECT ACCOUNTABILITY FROM LOUDOUN COUNTY PUBLIC SCHOOLS","2017-01-20"
"DOUGHERTY: THE SOUR GRAPES FLEE CAPITOL HILL","2017-01-20"
"WHEN THE NATIONAL BIRD IS A BURDEN","2017-01-20"
"VISUALIZATION: IS EARLY MONEY A PREDICTOR OF FUTURE SUCCESS?","2017-01-20"
"HERRING: VIRGINIA WILL PROTECT MUSLIMS AGAINST HATE CRIMES","2017-01-21"
"WORK UNDERWAY ON VIRGINIA’S OPIOID CRISIS","2017-01-21"
"LAWMAKERS AIM TO INCREASE ACCESS TO OPIATE ANTAGONIST","2017-01-21"
"HOSPITALS GEAR UP FOR FIGHT OVER REGULATION","2017-01-21"
"IT’S A JOB TO LIVE ON $7.25 AN HOUR","2017-01-21"
"COX, CLINE INTRODUCE BILL TO CREATE ONLINE EDUCATION AUTHORITY","2017-01-21"
"KING GEORGE SUPERVISORS LOBBY FOR DISCLOSURE OF FRACKING CHEMICALS","2017-01-21"
"ADVOCATES WANT TO MAKE SURE EVERY VIRGINIA CHILD HAS ACCESS TO A NURSE WHILE IN SCHOOL","2017-01-21"
"VIRGINIA BEACH, NORFOLK, CHESAPEAKE CONCERNED ABOUT BROADBAND INTERNET BILL","2017-01-21"
"SENATE BILL REQUIRING RESTAURANTS TO SERVE FOOD ALL TIMES ALCOHOL IS SERVED ADVANCES","2017-01-21"
"BILLS WOULD HELP, HURT UNDOCUMENTED IMMIGRANTS","2017-01-21"
"BILL WOULD OUTLAW TETHERING DOGS, OTHER PETS","2017-01-21"
"SECOND CANDIDATE FOR RICHMOND-AREA HOUSE SEAT SAYS DEMOCRATS 'TRIED TO HAND IT' TO BOURNE","2017-01-21"
"LIBERAL VIRGINIA CONGRESSMAN, TRUMP VA. CAMPAIGN CHAIRMAN FIND COMMON GROUND AT INAUGURAL","2017-01-21"
"DEMOCRAT BOBBY SCOTT ON TRUMP ADMINISTRATION: “YOU CAN DISAGREE WITHOUT BEING DISAGREEABLE""","2017-01-21"
"VOLVO CANCELS LAYOFFS; 500 JOBS SAVED","2017-01-21"
"IN TURNABOUT, VOLVO CANCELS WORKER LAYOFFS AT VIRGINIA PLANT","2017-01-21"
"CUCCINELLI FILES BRIEF CHALLENGING DOMINION POWER RATES","2017-01-21"
"RADFORD ARSENAL PROJECT RECEIVES $177.8 MILLION CONTRACT","2017-01-21"
"WILL VIRGINIA BEACH GET TO KEEP $20 MILLION IN LIGHT RAIL MONEY?","2017-01-21"
"SMART SCALE RECOMMENDS FUNDING FOR A FRACTION OF AREA PROJECTS","2017-01-21"
"U.VA. PRESIDENT SULLIVAN WILL LEAVE WHEN CONTRACT ENDS, ASKS BOARD TO LOOK FOR REPLACEMENT","2017-01-21"
"U-VA. PRESIDENT TERESA A. SULLIVAN ANNOUNCES SHE WILL STEP DOWN IN SUMMER 2018","2017-01-21"
"SULLIVAN ANNOUNCES SHE IS STEPPING DOWN IN 2018","2017-01-21"
"UNIVERSITY OF VIRGINIA PRESIDENT TERESA SULLIVAN TO STEP DOWN","2017-01-21"
"SULLIVAN TO STEP DOWN AS UVA’S PRESIDENT IN 2018","2017-01-21"
"RADFORD UNIVERSITY WRAPS UP ITS GOAT ABUSE INVESTIGATION, ANIMAL'S STATUS REMAINS UNCLEAR","2017-01-21"
"VA. SUPPORTERS, PROTESTERS TAKE TO THE MALL FOR TRUMP'S INAUGURATION","2017-01-21"
"FREDERICKSBURG-AREA RESIDENTS ATTEND TRUMP'S INAUGURATION","2017-01-21"
"WOMEN’S MARCH DRAWS HAMPTON ROADS FEMINISTS","2017-01-21"
"""THIS IS A MOMENTOUS DAY"" AND ""HE'S NOT A LEADER"": HAMPTON ROADS WATCHES THE INAUGURATION","2017-01-21"
"PROTESTERS TAKE TO THE STREETS OF RICHMOND FOR ANTI-TRUMP RALLY","2017-01-21"
"LARGE CROWD GATHERS IN FREDERICKSBURG FOR ‘SILENT INAUGURATION’","2017-01-21"
"MASS PREP RALLY DRAWS STUDENTS, COMMUNITY MEMBERS TO PROTEST TRUMP INAUGURATION","2017-01-21"
"DEFIANT UVA STUDENTS, FACULTY DISCUSS POLITICS UNDER TRUMP","2017-01-21"
"COUNTER-INAUGURATION EVENT IN BLACKSBURG DRAWS DISCUSSION OF RESISTANCE","2017-01-21"
"AT A VIRGINIA PLANNED PARENTHOOD CLINIC, PRACTITIONERS WORRY FOR THEIR PATIENTS","2017-01-21"
"PETERSBURG RESIDENTS ASK COURT TO OUST MAYOR AND FORMER MAYOR FROM CITY COUNCIL","2017-01-21"
"HOW THE SENATE'S RUSSIAN MEDDLING PROBE ALMOST BLEW UP","2017-01-21"
"LIKE PAYING TOLLS? YOU'RE LIKELY TO LOVE TRUMP'S INFRASTRUCTURE PLAN","2017-01-21"
"‘THRESHOLD LEVEL’ OF LEAD DETECTED IN W&M DORMITORY TAP WATER","2017-01-21"
"LANDES SHOULD WITHDRAW COURTHOUSE BILL","2017-01-21"
"WHAT ACCOUNTS FOR THE DECLINE IN ABORTION?","2017-01-21"
"CHESLEY: RECTIFYING THE WAY WE TREAT MENTALLY ILL INMATES","2017-01-21"
"BILL THAT MIGHT HAVE MEANT MILLIONS FOR UTILITY RATEPAYERS SNUFFED OUT IN SENATE","2017-01-23"
"VA. FAMILIES OF PEOPLE WITH DISABILITIES CRITICIZE NEW FUNDING STRUCTURE","2017-01-23"
"POOR VIRGINIANS HOPE FOR TRAFFIC FINE COLLECTION REFORMS","2017-01-23"
"LANDES' PROPOSED AMENDMENT AIMS TO STIFLE GERRYMANDERING","2017-01-23"
"TOSCANO, LANDES BILL SEEKS STUDY OF DNA COLLECTION EXPANSION","2017-01-23"
"BYRON BILL COULD NEGATIVELY AFFECT EFFORT TO EXPAND INTERNET ACCESS LOCALLY","2017-01-23"
"SENATE PANEL REJECTS PLASTIC BAG TAX","2017-01-23"
"AREA LEADERS BITE BACK AT HUNTING DOGS LEGISLATION","2017-01-23"
"VIRGINIA BUDGET AMENDMENTS WOULD AID RURAL SCHOOLS","2017-01-23"
"IN PITCH TO BE GOVERNOR TOM PERRIELLO PROMISES ‘PRAGMATIC POPULISM’","2017-01-23"
"GILLESPIE CONTINUES QUEST FOR GOP GUBERNATORIAL NOMINATION","2017-01-23"
